,ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,Q_0,Q_1,Q_2,Q_3,Pitch,Yaw
141440,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
141460,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
141480,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
141500,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
141520,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
141540,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
141560,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
141580,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
141600,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
141620,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
141640,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
141660,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
141680,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
141700,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
141720,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
141740,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
141760,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
141780,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
141800,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
141820,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
141840,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
141860,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
141880,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
141900,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
141920,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
141940,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
141960,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
141980,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142000,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142020,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142040,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142060,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142080,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142100,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142120,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142140,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142160,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142180,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142200,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142220,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142240,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142260,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142280,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142300,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142320,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142340,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142360,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142380,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142400,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142420,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142440,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142460,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142480,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142500,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142520,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142540,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142560,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142580,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142600,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142620,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142640,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142660,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142680,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142700,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142720,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142740,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142760,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142780,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142800,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142820,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142840,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142860,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142880,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142900,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142920,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142940,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142960,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
142980,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143000,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143020,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143040,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143060,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143080,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143100,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143120,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143140,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143160,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143180,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143200,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143220,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143240,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143260,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143280,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143300,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143320,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143340,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143360,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143380,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143400,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143420,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143440,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143460,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143480,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143500,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143520,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143540,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143560,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143580,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143600,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143620,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143640,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143660,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143680,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143700,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143720,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143740,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143760,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143780,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143800,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143820,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143840,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143860,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143880,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143900,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143920,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143940,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143960,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
143980,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144000,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144020,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144040,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144060,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144080,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144100,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144120,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144140,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144160,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144180,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144200,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144220,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144240,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144260,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144280,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144300,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144320,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144340,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144360,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144380,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144400,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144420,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144440,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144460,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144480,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144500,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144520,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144540,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144560,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144580,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144600,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144620,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144640,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144660,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144680,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144700,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144720,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144740,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144760,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144780,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144800,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144820,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144840,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144860,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144880,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144900,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144920,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144940,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144960,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
144980,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145000,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145020,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145040,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145060,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145080,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145100,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145120,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145140,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145160,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145180,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145200,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145220,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145240,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145260,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145280,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145300,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145320,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145340,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145360,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145380,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145400,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145420,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145440,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145460,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145480,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145500,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145520,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145540,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145560,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145580,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145600,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145620,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145640,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145660,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145680,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145700,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145720,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145740,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145760,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145780,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145800,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145820,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145840,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145860,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145880,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145900,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145920,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145940,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145960,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
145980,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146000,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146020,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146040,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146060,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146080,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146100,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146120,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146140,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146160,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146180,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146200,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146220,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146240,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146260,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146280,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146300,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146320,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146340,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146360,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146380,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146400,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146420,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146440,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146460,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146480,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146500,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146520,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146540,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146560,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146580,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146600,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146620,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146640,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146660,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146680,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146700,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146720,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146740,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146760,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146780,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146800,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146820,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146840,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146860,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146880,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146900,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146920,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146940,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146960,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
146980,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
147000,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
147020,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
147040,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
147060,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
147080,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
147100,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
147120,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
147140,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
147160,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
147180,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
147200,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
147220,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
147240,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
147260,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
147280,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
147300,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
147320,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
147340,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
147360,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
147380,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
147400,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
147420,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
147440,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
147460,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
147480,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
147500,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
147520,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
147540,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
147560,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
147580,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
147600,0.528,0.64,-0.55,2.075,0.061,30.578,0,0,0,0,-32.706,134.758
