,ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,Q_0,Q_1,Q_2,Q_3,Pitch,Yaw
23600,0.068,0.018,1.087,-8.3,2.868,-61.34,0,0,0,0,0.065,-3.339
23620,0.008,0.025,1.076,-4.028,-0.122,-65.551,0,0,0,0,0.005,-3.356
23640,-0.093,-0.054,1.041,18.676,-20.08,-24.108,0,0,0,0,-0.983,-3.367
23660,-0.093,-0.054,1.041,18.676,-20.08,-24.108,0,0,0,0,-1.159,-3.175
23680,-0.106,-0.104,1.025,24.475,-8.789,-9.46,0,0,0,0,-1.345,-2.62
23700,-0.034,-0.034,0.981,23.071,-22.46,5.432,0,0,0,0,-1.549,-2.389
23720,0.017,-0.044,0.981,15.258,-58.288,16.235,0,0,0,0,-2.598,-1.95
23740,0.103,0.018,1.281,85.266,-30.273,8.056,0,0,0,0,-5.355,-1.241
23760,0.177,0.099,1.039,53.833,-1.342,-7.873,0,0,0,0,-5.817,0.318
23780,0.177,0.099,1.039,53.833,-1.342,-7.873,0,0,0,0,-5.861,1.181
23800,0.085,0.093,1.043,22.888,-3.601,-6.591,0,0,0,0,-5.877,1.312
23820,0.085,0.093,1.043,22.888,-3.601,-6.591,0,0,0,0,-5.888,1.439
23840,0.098,0.05,1.006,0.427,-5.249,-0.427,0,0,0,0,-5.96,1.708
23860,0.093,0.029,1.011,-1.586,12.084,4.211,0,0,0,0,-5.866,1.609
23880,0.094,0.03,0.993,1.647,13.61,5.676,0,0,0,0,-5.614,1.587
23900,0.094,0.03,0.993,1.647,13.61,5.676,0,0,0,0,-5.482,1.598
23920,0.046,0,0.877,59.326,11.901,3.54,0,0,0,0,-5.152,2.757
23940,0.135,0.06,1.023,98.51,25.512,1.037,0,0,0,0,-4.795,4.224
23960,0.135,0.06,1.023,98.51,25.512,1.037,0,0,0,0,-4.674,4.713
23980,0.078,0.15,1.039,183.654,43.212,13.122,0,0,0,0,-3.576,9.717
24000,0.008,0.247,1.044,-45.837,7.69,2.014,0,0,0,0,-2.812,11.87
24020,0.008,0.247,1.044,-45.837,7.69,2.014,0,0,0,0,-2.73,11.414
24040,0.008,0.247,1.044,-45.837,7.69,2.014,0,0,0,0,-2.686,11.195
24060,0.024,0.252,1.06,-8.3,16.479,-0.427,0,0,0,0,-1.983,10.892
24080,-0.027,0.178,1.104,0.122,13.61,-7.385,0,0,0,0,-1.812,10.887
24100,0.004,0.271,1.107,4.089,12.145,-17.517,0,0,0,0,-1.565,10.909
24120,0.004,0.271,1.107,4.089,12.145,-17.517,0,0,0,0,-1.483,10.936
24140,0.022,0.281,1.081,3.54,6.958,-19.287,0,0,0,0,-1.159,11.09
24160,0.005,0.237,1.065,7.934,-4.15,-11.047,0,0,0,0,-1.021,11.425
24180,0.002,0.207,1.051,4.943,-11.047,-6.774,0,0,0,0,-1.17,11.585
24200,-0.002,0.19,1.039,5.493,-14.099,-6.347,0,0,0,0,-1.45,11.705
24220,0.028,0.205,1.018,6.347,-13.183,-3.601,0,0,0,0,-1.571,11.771
24240,0.027,0.227,1.016,-2.685,-13.366,-1.647,0,0,0,0,-1.752,11.821
24260,0.024,0.208,1.01,-6.652,-10.375,-0.244,0,0,0,0,-2.087,11.689
24280,0.04,0.208,1.003,-7.751,-6.652,-0.793,0,0,0,0,-2.23,11.546
24300,0.045,0.221,0.998,-6.591,3.356,-1.22,0,0,0,0,-2.285,11.348
24320,0.045,0.221,0.998,-6.591,3.356,-1.22,0,0,0,0,-2.246,11.288
24340,0.04,0.224,0.985,-8.483,7.385,-0.427,0,0,0,0,-2.12,11.145
24360,0.027,0.214,0.967,-8.239,10.864,2.868,0,0,0,0,-1.878,10.958
24380,0.002,0.203,0.962,-5.676,11.474,8.789,0,0,0,0,-1.664,10.848
24400,-0.004,0.195,0.96,-2.624,9.948,11.291,0,0,0,0,-1.532,10.81
24420,0.007,0.204,0.958,3.54,9.643,12.329,0,0,0,0,-1.411,10.832
24440,0.007,0.204,0.958,3.54,9.643,12.329,0,0,0,0,-1.334,10.87
24460,0.018,0.25,1.038,5.798,3.662,4.211,0,0,0,0,-1.192,11.052
24480,0.023,0.262,1.058,6.896,0.122,-2.624,0,0,0,0,-1.142,11.2
24500,0.035,0.274,1.057,4.211,-1.586,-9.399,0,0,0,0,-1.126,11.42
24520,0.048,0.247,1.022,11.291,1.647,-12.939,0,0,0,0,-1.093,11.612
24540,0.048,0.247,1.022,11.291,1.647,-12.939,0,0,0,0,-1.06,11.744
24560,0.017,0.25,1.016,9.46,5.065,-12.451,0,0,0,0,-0.983,11.848
24580,-0.019,0.22,1.019,7.507,3.845,-9.155,0,0,0,0,-0.609,12.249
24600,0.017,0.214,0.971,11.352,1.342,-3.479,0,0,0,0,-0.56,12.403
24620,0.017,0.214,0.971,11.352,1.342,-3.479,0,0,0,0,-0.527,12.628
24640,0.132,0.214,1.019,-64.819,-15.319,10.62,0,0,0,0,-0.845,11.656
24660,0.037,0.218,0.942,-31.066,-10.803,-10.375,0,0,0,0,-1.038,11.041
24680,0.174,0.229,0.952,-8.178,-13.549,-3.662,0,0,0,0,-1.395,10.662
24700,0.086,0.23,0.998,2.99,-20.751,8.789,0,0,0,0,-1.84,10.7
24720,0.02,0.199,1.034,-4.577,-19.897,14.892,0,0,0,0,-2.389,10.623
24740,0.065,0.218,1.04,-13.061,-19.47,7.69,0,0,0,0,-2.708,10.437
24760,0.092,0.237,1.028,-4.089,-15.197,16.723,0,0,0,0,-3.098,10.327
24780,0.085,0.239,1.028,6.408,-10.864,21.423,0,0,0,0,-3.339,10.382
24800,0.032,0.249,1.043,5.737,-6.835,13.549,0,0,0,0,-3.647,10.585
24820,0.003,0.208,1.047,-0.976,-5.615,0.732,0,0,0,0,-3.702,10.574
24840,-0.055,0.164,1.052,0,-14.099,-1.708,0,0,0,0,-3.861,10.557
24860,-0.073,0.169,1.043,-5.371,-3.417,2.624,0,0,0,0,-3.905,10.519
24880,-0.073,0.169,1.043,-5.371,-3.417,2.624,0,0,0,0,-3.9,10.491
24900,-0.073,0.169,1.043,-5.371,-3.417,2.624,0,0,0,0,-3.9,10.458
24920,0.036,0.23,1.047,-4.821,-1.708,3.723,0,0,0,0,-3.916,10.349
24940,0.085,0.218,1.037,-0.122,-4.028,-15.502,0,0,0,0,-4.042,10.387
24960,0.084,0.208,1.025,0.854,-0.854,-15.197,0,0,0,0,-4.031,10.42
24980,0.079,0.195,1.021,1.281,0.854,-14.282,0,0,0,0,-3.988,10.469
25000,0.079,0.195,1.021,1.281,0.854,-14.282,0,0,0,0,-3.971,10.48
25020,0.079,0.195,1.021,1.281,0.854,-14.282,0,0,0,0,-3.971,10.48
25040,0.066,0.188,1.023,-0.244,3.906,-17.395,0,0,0,0,-3.746,10.563
25060,0.072,0.194,1.019,-1.647,5.004,-19.348,0,0,0,0,-3.63,10.563
25080,0.053,0.192,1.006,-4.089,4.089,-17.944,0,0,0,0,-3.345,10.519
25100,0.052,0.197,1.006,-2.99,4.638,-16.052,0,0,0,0,-3.158,10.458
25120,0.034,0.198,1.013,-1.77,4.577,-13.916,0,0,0,0,-2.966,10.431
25140,0.019,0.206,1.011,-2.014,4.455,-12.817,0,0,0,0,-2.812,10.415
25160,0.023,0.19,0.994,-6.042,5.737,-13.122,0,0,0,0,-2.68,10.36
25180,0.049,0.176,0.982,-7.751,7.019,-9.521,0,0,0,0,-2.554,10.266
25200,0.049,0.176,0.982,-7.751,7.019,-9.521,0,0,0,0,-2.466,10.195
25220,0.047,0.2,1,-5.126,4.028,-6.225,0,0,0,0,-2.4,10.134
25240,0.024,0.216,1.019,-1.77,1.464,-6.103,0,0,0,0,-2.263,10.063
25260,0.026,0.253,1.018,0,4.272,-7.812,0,0,0,0,-2.235,10.079
25280,0.042,0.254,0.994,-7.263,12.817,-14.892,0,0,0,0,-1.834,10.03
25300,0.11,0.159,0.972,-0.122,24.963,-9.033,0,0,0,0,-1.263,9.915
25320,0.099,0.179,0.959,7.202,24.963,-11.718,0,0,0,0,-0.45,10.063
25340,0.062,0.224,0.941,16.113,29.113,-0.793,0,0,0,0,-0.043,10.338
25360,0.084,0.291,0.872,21.789,33.386,17.272,0,0,0,0,0.494,10.838
25380,0.055,0.27,0.798,19.958,32.47,22.094,0,0,0,0,1.021,11.354
25400,0.033,0.234,0.72,11.108,29.968,9.399,0,0,0,0,1.664,11.799
25420,-0.025,0.189,0.697,4.394,20.751,4.333,0,0,0,0,1.961,11.898
25440,-0.069,0.198,0.75,-7.995,-2.685,12.268,0,0,0,0,2.032,11.87
25460,-0.095,0.218,0.82,-18.737,-33.142,19.47,0,0,0,0,1.834,11.727
25480,-0.023,0.272,0.872,-32.226,-51.94,10.559,0,0,0,0,0.812,11.189
25500,0.025,0.27,0.935,-36.071,-55.969,-1.525,0,0,0,0,-0.247,10.574
25520,0.033,0.261,1.038,-36.499,-52.917,-15.014,0,0,0,0,-1.29,9.915
25540,0.075,0.242,1.121,-36.621,-49.072,-28.869,0,0,0,0,-2.449,9.08
25560,0.134,0.182,1.15,-33.508,-41.748,-39.184,0,0,0,0,-2.861,8.761
25580,0.134,0.182,1.15,-33.508,-41.748,-39.184,0,0,0,0,-3.235,8.453
25600,0.16,0.144,1.147,-31.311,-33.813,-35.705,0,0,0,0,-3.576,8.151
25620,0.16,0.144,1.147,-31.311,-33.813,-35.705,0,0,0,0,-3.729,8.003
25640,0.126,0.159,1.129,-13.366,-24.108,-35.888,0,0,0,0,-4.85,7.141
25660,0.126,0.159,1.129,-13.366,-24.108,-35.888,0,0,0,0,-4.949,7.091
25680,0.128,0.15,1.101,-12.695,-21.24,-44.677,0,0,0,0,-5.031,7.047
25700,0.13,0.085,1.011,-4.516,-12.207,-40.832,0,0,0,0,-5.542,6.817
25720,0.13,0.085,1.011,-4.516,-12.207,-40.832,0,0,0,0,-5.625,6.8
25740,0.18,0.078,0.958,9.155,-18.798,-23.132,0,0,0,0,-6.234,7.058
25760,0.164,0.092,0.948,14.587,-24.536,-18.554,0,0,0,0,-6.591,7.294
25780,0.166,0.113,0.936,13.244,-23.803,-18.676,0,0,0,0,-6.937,7.531
25800,0.196,0.073,0.904,7.934,-19.104,-25.573,0,0,0,0,-7.531,7.871
25820,0.135,0.094,0.978,-1.525,-31.127,-26.794,0,0,0,0,-8.442,8.085
25840,0.136,0.106,1.013,-7.324,-40.039,-29.541,0,0,0,0,-8.964,8.036
25860,0.136,0.106,1.013,-7.324,-40.039,-29.541,0,0,0,0,-9.135,8.02
25880,0.094,0.136,1.152,-6.408,-40.893,-16.418,0,0,0,0,-10.063,8.02
25900,0.104,0.176,1.219,-8.728,-33.874,-6.774,0,0,0,0,-11.019,7.871
25920,0.151,0.192,1.256,-5.615,-30.761,-13.671,0,0,0,0,-11.293,7.827
25940,0.098,0.162,1.267,-0.366,-21.85,-6.958,0,0,0,0,-11.843,7.816
25960,0.138,0.172,1.252,7.507,-8.789,-6.286,0,0,0,0,-12.106,7.877
25980,0.138,0.172,1.252,7.507,-8.789,-6.286,0,0,0,0,-12.172,8.009
26000,0.119,0.156,1.242,12.573,-3.967,-3.234,0,0,0,0,-12.161,8.261
26020,0.119,0.156,1.242,12.573,-3.967,-3.234,0,0,0,0,-12.161,8.261
26040,0.171,0.154,1.182,14.892,-0.061,10.498,0,0,0,0,-12.079,8.75
26060,0.158,0.123,1.135,20.141,8.3,25.573,0,0,0,0,-11.964,8.992
26080,0.202,0.13,1.11,22.46,8.85,33.813,0,0,0,0,-11.771,9.453
26100,0.244,0.155,1.075,22.338,11.047,38.757,0,0,0,0,-11.711,9.651
26120,0.244,0.155,1.075,22.338,11.047,38.757,0,0,0,0,-11.711,9.651
26140,0.212,0.158,1.044,17.761,15.38,44.555,0,0,0,0,-11.634,9.821
26160,0.206,0.133,1.038,30.456,23.071,44.86,0,0,0,0,-11.442,10.03
26180,0.206,0.133,1.038,30.456,23.071,44.86,0,0,0,0,-11.37,10.123
26200,0.206,0.133,1.038,30.456,23.071,44.86,0,0,0,0,-11.37,10.123
26220,0.225,0.169,1.015,70.007,43.945,22.521,0,0,0,0,-10.541,11.431
26240,0.141,0.279,0.961,58.776,54.016,15.38,0,0,0,0,-8.322,14.562
26260,0.116,0.267,0.942,-1.892,38.391,31.005,0,0,0,0,-6.954,15.172
26280,0.135,0.247,0.947,-18.615,27.465,35.217,0,0,0,0,-6.58,14.99
26300,0.135,0.247,0.947,-18.615,27.465,35.217,0,0,0,0,-6.328,14.644
26320,0.049,0.287,0.962,-34.912,20.019,37.353,0,0,0,0,-6.004,13.881
26340,0.049,0.287,0.962,-34.912,20.019,37.353,0,0,0,0,-5.938,13.688
26360,0.125,0.226,0.962,-30.822,22.949,35.156,0,0,0,0,-5.745,13.145
26380,0.125,0.226,0.962,-30.822,22.949,35.156,0,0,0,0,-5.745,13.145
26400,0.125,0.226,0.962,-30.822,22.949,35.156,0,0,0,0,-5.542,12.628
26420,0.1,0.23,0.976,-20.202,24.169,43.09,0,0,0,0,-5.399,12.387
26440,0.023,0.245,1,29.052,23.986,39.55,0,0,0,0,-4.866,12.205
26460,0.031,0.379,0.972,-30.029,5.31,41.442,0,0,0,0,-4.46,12.524
26480,0.062,0.254,0.962,-101.44,-16.54,70.739,0,0,0,0,-4.619,11.859
26500,-0.104,0.262,0.997,-127.624,-26.489,54.809,0,0,0,0,-5.196,9.64
26520,-0.104,0.262,0.997,-127.624,-26.489,54.809,0,0,0,0,-5.333,8.992
26540,-0.104,0.262,0.997,-127.624,-26.489,54.809,0,0,0,0,-5.471,8.344
26560,-0.104,0.262,0.997,-127.624,-26.489,54.809,0,0,0,0,-5.471,8.344
26580,-0.104,0.262,0.997,-127.624,-26.489,54.809,0,0,0,0,-5.603,7.701
26600,-0.104,0.262,0.997,-127.624,-26.489,54.809,0,0,0,0,-5.603,7.701
26620,-0.104,0.262,0.997,-127.624,-26.489,54.809,0,0,0,0,-5.603,7.701
26640,0.086,0.237,1.052,-110.107,-26,5.371,0,0,0,0,-5.729,7.163
26660,0.086,0.237,1.052,-110.107,-26,5.371,0,0,0,0,-5.855,6.63
26680,0.087,0.122,0.982,-69.946,-17.578,46.63,0,0,0,0,-7.031,3.169
26700,0.087,0.122,0.982,-69.946,-17.578,46.63,0,0,0,0,-7.212,2.438
26720,0.008,0.05,1.011,-65.063,-2.685,37.414,0,0,0,0,-7.212,1.06
26740,-0.018,0.197,1.047,-2.746,9.094,16.418,0,0,0,0,-3.389,6.844
26760,0.052,0.104,1.046,1.892,4.394,34.729,0,0,0,0,-3.383,6.838
26780,0.052,0.104,1.046,1.892,4.394,34.729,0,0,0,0,-3.383,6.838
26800,0.052,0.104,1.046,1.892,4.394,34.729,0,0,0,0,-3.378,6.828
26820,0.052,0.104,1.046,1.892,4.394,34.729,0,0,0,0,-3.378,6.828
26840,0.02,0.101,1.017,0.793,0.244,16.601,0,0,0,0,-3.526,6.69
26860,0.012,0.084,1.015,3.417,1.647,17.395,0,0,0,0,-3.515,6.701
26880,0.012,0.084,1.015,3.417,1.647,17.395,0,0,0,0,-3.515,6.701
26900,-0.07,0.115,1.044,-0.427,2.197,-2.563,0,0,0,0,-3.449,6.86
26920,0.135,0.056,1.016,-7.568,5.371,-15.38,0,0,0,0,-3.323,6.806
26940,-0.02,0.163,1.041,-13.793,15.014,33.569,0,0,0,0,-2.444,7.283
26960,-0.208,0.113,1.066,-7.995,16.784,26.672,0,0,0,0,-2.059,7.069
26980,0.173,-0.154,1.016,-104.492,-9.765,13.122,0,0,0,0,-2.07,5.872
27000,0.173,-0.154,1.016,-104.492,-9.765,13.122,0,0,0,0,-2.191,4.729
27020,-0.081,-0.087,0.97,-54.138,-11.962,26.062,0,0,0,0,-2.389,3.065
27040,-0.081,-0.087,0.97,-54.138,-11.962,26.062,0,0,0,0,-2.433,2.768
27060,0.194,-0.288,0.852,24.536,-6.958,45.227,0,0,0,0,-2.878,1.296
27080,0.001,-0.075,0.909,137.023,13.916,65.795,0,0,0,0,-2.867,2.037
27100,0.001,-0.075,0.909,137.023,13.916,65.795,0,0,0,0,-2.675,3.977
27120,-0.006,0.188,1.067,117.431,1.892,74.523,0,0,0,0,-2.68,4.559
27140,0.033,0.233,1.105,42.297,-18.005,70.251,0,0,0,0,-2.85,6.514
27160,0.033,0.233,1.105,42.297,-18.005,70.251,0,0,0,0,-3.098,6.932
27180,0.045,0.163,1.024,-27.465,-30.822,51.147,0,0,0,0,-5.004,6.635
27200,0.07,0.146,1.021,-30.944,-27.465,40.039,0,0,0,0,-5.504,6.163
27220,0.07,0.146,1.021,-30.944,-27.465,40.039,0,0,0,0,-5.954,5.663
27240,0.194,0.168,1.12,-37.353,-31.738,28.198,0,0,0,0,-6.712,4.79
27260,0.014,0.037,1.114,-55.786,-37.597,30.334,0,0,0,0,-7.597,3.619
27280,0.105,0.086,1.069,13,-14.343,38.085,0,0,0,0,-8.168,3.147
27300,0.184,0.098,1.071,5.737,-4.516,31.433,0,0,0,0,-8.311,3.218
27320,0.087,0.168,1.075,16.784,2.807,24.23,0,0,0,0,-8.366,3.323
27340,0.1,0.202,1.041,-7.751,0.427,7.873,0,0,0,0,-8.294,3.543
27360,0.242,0.069,0.988,-12.512,-4.699,8.239,0,0,0,0,-8.421,3.197
27380,0.091,0.193,1.047,-5.432,-7.934,7.385,0,0,0,0,-8.475,3.169
27400,0.091,0.193,1.047,-5.432,-7.934,7.385,0,0,0,0,-8.475,3.169
27420,0.091,0.193,1.047,-5.432,-7.934,7.385,0,0,0,0,-8.503,3.158
27440,0.01,0.087,1.1,8.361,-10.07,-0.488,0,0,0,0,-8.613,3.29
27460,0.047,-0.009,1.093,30.273,3.295,-0.366,0,0,0,0,-8.492,4.822
27480,0.028,0.013,1.038,15.014,5.187,-5.432,0,0,0,0,-8.272,5.295
27500,0.038,0.035,1.048,19.47,0.976,26.123,0,0,0,0,-8.195,5.504
27520,0.038,0.035,1.048,19.47,0.976,26.123,0,0,0,0,-8.173,5.641
27540,0.024,0.021,1.052,19.958,1.403,48.278,0,0,0,0,-8.157,5.85
27560,0.048,0.046,1.073,-15.502,3.234,43.762,0,0,0,0,-8.113,5.383
27580,0.106,0.082,1.125,-99.792,-4.638,23.071,0,0,0,0,-8.206,3.323
27600,-0.043,0,1.096,-40.71,-10.192,46.569,0,0,0,0,-8.327,2.356
27620,0.189,0.036,1.107,16.174,-4.028,47.973,0,0,0,0,-8.464,2.532
27640,0.189,0.036,1.107,16.174,-4.028,47.973,0,0,0,0,-8.464,2.532
27660,0.16,0.064,1.112,5.92,-5.004,44.25,0,0,0,0,-8.497,2.532
27680,0.171,0.065,1.079,-4.577,2.197,40.161,0,0,0,0,-8.596,2.427
27700,0.171,0.065,1.079,-4.577,2.197,40.161,0,0,0,0,-8.591,2.329
27720,0.148,-0.067,0.957,-17.028,17.517,37.536,0,0,0,0,-8.085,0.994
27740,0.148,-0.067,0.957,-17.028,17.517,37.536,0,0,0,0,-7.921,0.741
27760,0.147,-0.076,0.912,-16.601,19.836,44.433,0,0,0,0,-7.542,0.225
27780,0.167,-0.089,0.914,-13.793,24.353,55.114,0,0,0,0,-6.69,-0.785
27800,0.157,-0.071,0.928,-13.244,28.991,45.776,0,0,0,0,-6.41,-0.988
27820,0.157,-0.071,0.928,-13.244,28.991,45.776,0,0,0,0,-6.13,-1.192
27840,0.208,-0.052,0.95,1.22,30.639,43.762,0,0,0,0,-5.718,-1.252
27860,0.083,-0.094,0.935,-2.197,29.418,40.771,0,0,0,0,-4.581,-1.647
27880,0.074,-0.105,0.961,-1.159,26.306,25.451,0,0,0,0,-4.02,-1.774
27900,0.074,-0.105,0.961,-1.159,26.306,25.451,0,0,0,0,-4.02,-1.774
27920,0.061,-0.065,0.982,-25.146,18.798,17.028,0,0,0,0,-3.499,-2.345
27940,0.123,-0.153,1.015,-69.03,7.69,29.235,0,0,0,0,-3.109,-4.96
27960,0.104,-0.04,1.07,-45.043,12.084,7.568,0,0,0,0,-2.856,-6.399
27980,0.119,-0.067,1.078,-57.373,8.972,11.169,0,0,0,0,-2.647,-7.311
28000,0.154,-0.119,1.119,-66.467,7.446,21.606,0,0,0,0,-2.482,-8.464
28020,0.154,-0.119,1.119,-66.467,7.446,21.606,0,0,0,0,-2.482,-8.464
28040,0.154,-0.119,1.119,-66.467,7.446,21.606,0,0,0,0,-2.367,-9.442
28060,0.188,-0.125,1.163,-59.082,-0.488,26.184,0,0,0,0,-2.362,-10.299
28080,0.178,-0.133,1.162,-46.02,-15.258,33.874,0,0,0,0,-2.416,-10.805
28100,0.201,-0.332,1.031,-21.057,-3.906,28.442,0,0,0,0,-2.894,-12.54
28120,0.201,-0.332,1.031,-21.057,-3.906,28.442,0,0,0,0,-2.894,-12.54
28140,0.183,-0.261,0.971,15.258,1.22,26.062,0,0,0,0,-2.839,-12.667
28160,0.078,-0.139,0.917,8.544,-14.099,39.123,0,0,0,0,-2.894,-12.145
28180,0.059,-0.175,0.956,4.394,-23.864,42.114,0,0,0,0,-3.103,-12.03
28200,0.071,-0.207,1.009,11.596,-29.724,35.583,0,0,0,0,-3.581,-11.865
28220,0.071,-0.207,1.009,11.596,-29.724,35.583,0,0,0,0,-3.691,-11.821
28240,0.089,-0.191,1.075,15.502,-33.569,32.897,0,0,0,0,-3.828,-11.749
28260,0.089,-0.191,1.075,15.502,-33.569,32.897,0,0,0,0,-3.96,-11.678
28280,0.105,-0.246,1.117,11.779,-37.841,33.874,0,0,0,0,-4.531,-11.464
28300,0.155,-0.343,1.022,4.943,-28.137,29.235,0,0,0,0,-5.57,-11.409
28320,0.155,-0.343,1.022,4.943,-28.137,29.235,0,0,0,0,-5.795,-11.442
28340,0.195,-0.301,0.99,7.263,-17.028,25.024,0,0,0,0,-6.201,-11.431
28360,0.202,-0.132,0.947,17.517,-6.103,13.305,0,0,0,0,-6.437,-11.134
28380,0.177,-0.089,0.948,21.423,-0.061,8.544,0,0,0,0,-6.536,-10.502
28400,0.185,-0.078,0.985,21.179,6.408,5.004,0,0,0,0,-6.427,-9.893
28420,0.195,-0.084,1.031,17.456,10.559,0.671,0,0,0,0,-6.344,-9.678
28440,0.195,-0.084,1.031,17.456,10.559,0.671,0,0,0,0,-6.3,-9.574
28460,0.201,-0.091,1.053,19.409,14.16,-6.835,0,0,0,0,-6.152,-9.239
28480,0.192,-0.08,1.065,24.841,16.296,-14.587,0,0,0,0,-5.866,-8.558
28500,0.17,-0.102,1.011,15.441,27.77,-26.489,0,0,0,0,-4.993,-7.289
28520,0.17,-0.102,1.011,15.441,27.77,-26.489,0,0,0,0,-4.888,-7.19
28540,0.169,-0.094,1.001,12.878,26.855,-28.442,0,0,0,0,-4.465,-6.833
28560,0.169,-0.094,1.001,12.878,26.855,-28.442,0,0,0,0,-4.367,-6.751
28580,0.136,-0.066,0.983,9.399,19.897,-28.381,0,0,0,0,-3.702,-6.168
28600,0.122,-0.054,0.979,2.868,15.502,-27.709,0,0,0,0,-3.471,-6.004
28620,0.109,-0.037,0.978,-1.159,12.329,-28.869,0,0,0,0,-3.378,-5.954
28640,0.105,-0.023,1,-1.77,8.3,-32.531,0,0,0,0,-3.246,-5.894
28660,0.105,-0.023,1,-1.77,8.3,-32.531,0,0,0,0,-3.208,-5.866
28680,0.102,-0.052,1.027,-4.943,3.601,-31.188,0,0,0,0,-3.202,-5.822
28700,0.097,-0.06,1.063,-1.77,5.737,-26.672,0,0,0,0,-3.169,-5.844
28720,0.101,-0.052,1.087,-0.183,5.981,-27.648,0,0,0,0,-3.142,-5.811
28740,0.101,-0.052,1.087,-0.183,5.981,-27.648,0,0,0,0,-3.109,-5.762
28760,0.099,-0.034,1.135,-0.366,4.333,-28.259,0,0,0,0,-3.103,-5.707
28780,0.047,-0.25,1.165,-4.699,7.324,-33.386,0,0,0,0,-3.076,-5.872
28800,0.054,-0.246,1.077,6.408,20.141,-37.048,0,0,0,0,-2.834,-5.927
28820,0.058,-0.171,0.978,13.183,27.832,-38.635,0,0,0,0,-2.515,-5.778
28840,0.058,-0.171,0.978,13.183,27.832,-38.635,0,0,0,0,-2.164,-5.597
28860,-0.002,-0.055,0.836,7.324,21.118,-39.428,0,0,0,0,-1.631,-5.278
28880,-0.012,-0.05,0.842,-1.77,16.296,-42.48,0,0,0,0,-1.285,-5.141
28900,-0.012,-0.05,0.842,-1.77,16.296,-42.48,0,0,0,0,-1.082,-5.136
28920,-0.001,-0.065,0.902,-14.038,13.366,-44.128,0,0,0,0,-0.983,-5.262
28940,0.01,-0.083,0.99,-22.033,12.939,-46.63,0,0,0,0,-0.84,-5.493
28960,0.01,-0.083,0.99,-22.033,12.939,-46.63,0,0,0,0,-0.796,-5.597
28980,0.015,-0.108,1.09,-25.024,15.075,-49.072,0,0,0,0,-0.565,-6.168
29000,0.018,-0.141,1.171,-22.338,19.165,-50.659,0,0,0,0,-0.455,-6.399
29020,0.007,-0.131,1.201,-0.061,29.296,-47.79,0,0,0,0,0.318,-6.992
29040,-0.005,-0.133,1.159,14.282,32.775,-46.02,0,0,0,0,1.082,-6.718
29060,-0.017,-0.124,1.093,27.343,34.79,-45.715,0,0,0,0,1.516,-6.328
29080,-0.024,-0.103,1.033,31.372,33.935,-42.541,0,0,0,0,1.807,-6.047
29100,-0.024,-0.103,1.033,31.372,33.935,-42.541,0,0,0,0,2.241,-5.597
29120,-0.042,-0.097,0.969,24.353,22.46,-33.264,0,0,0,0,2.927,-4.85
29140,-0.069,-0.12,0.944,13.549,13.549,-23.864,0,0,0,0,3.493,-4.268
29160,-0.069,-0.12,0.944,13.549,13.549,-23.864,0,0,0,0,3.614,-4.163
29180,-0.07,-0.126,0.972,5.859,8.544,-18.92,0,0,0,0,3.751,-4.086
29200,-0.073,-0.141,0.989,0.244,3.662,-15.502,0,0,0,0,3.845,-4.075
29220,-0.074,-0.151,0.98,-2.929,1.586,-13.244,0,0,0,0,3.916,-4.257
29240,-0.075,-0.152,0.966,-1.037,1.892,-14.282,0,0,0,0,3.922,-4.279
29260,-0.081,-0.152,0.95,-1.342,3.479,-14.526,0,0,0,0,3.96,-4.378
29280,-0.081,-0.152,0.95,-1.342,3.479,-14.526,0,0,0,0,4.01,-4.454
29300,-0.121,-0.118,0.975,-13.122,1.647,-12.207,0,0,0,0,4.108,-4.822
29320,-0.157,-0.153,1.021,-22.521,-2.197,-5.31,0,0,0,0,4.152,-5.482
29340,-0.157,-0.153,1.021,-22.521,-2.197,-5.31,0,0,0,0,4.152,-5.723
29360,-0.166,-0.19,1.048,-26.245,-2.99,-1.77,0,0,0,0,4.152,-6.273
29380,-0.172,-0.216,1.083,-25.024,-4.699,1.098,0,0,0,0,4.13,-6.954
29400,-0.184,-0.227,1.093,-18.615,-5.615,3.906,0,0,0,0,4.114,-7.157
29420,-0.181,-0.231,1.065,-11.291,-6.347,5.92,0,0,0,0,4.064,-7.624
29440,-0.166,-0.238,1.014,-10.314,-7.995,8.666,0,0,0,0,3.999,-7.866
29460,-0.141,-0.233,0.964,-16.784,-10.192,13.305,0,0,0,0,3.922,-8.146
29480,-0.117,-0.208,0.947,-22.521,-12.573,17.395,0,0,0,0,3.746,-8.701
29500,-0.093,-0.175,0.976,-20.324,-18.737,16.784,0,0,0,0,3.444,-9.25
29520,-0.093,-0.175,0.976,-20.324,-18.737,16.784,0,0,0,0,3.229,-9.547
29540,-0.087,-0.163,0.988,-18.127,-19.775,16.296,0,0,0,0,3.153,-9.629
29560,-0.087,-0.163,0.988,-18.127,-19.775,16.296,0,0,0,0,2.993,-9.799
29580,-0.068,-0.162,1.002,-13.977,-19.165,15.625,0,0,0,0,2.763,-10.008
29600,-0.054,-0.179,1.015,-5.249,-17.822,13.488,0,0,0,0,2.092,-10.387
